id ,kalimat,pasien,usia pasien,penyakit,gejala,kapan,periode,tindakan,outcome,pertanyaan,pembuka,penyebab,prakondisi,objek,penutup,referensi,artikel,observasi
1085,"Saran kami, jika benar sudah 1 minggu keluhan Anda berlangsung, cobalah mengatasinya dulu dengan:",,,,,,1,,,,,,1,,,,,
1086,Minum banyak air hangat dan makan juga makanan berkuah kaldu,,,,,,,1,,,,,,1,,,,
1087,"Mandi air hangat, ",,,,,,,1,,,,,,1,,,,
1088,"Jauhi makanan dingin, berminyak, dan berpemanis buatan",,,,,,,1,,,,,,1,,,,
1089,jangan dulu kontak dengan AC atau kipas yang terlalu dingin,,,,,,,1,,,,,,,,,,
1090,Rajin olahraga dan tidur yang cukup supaya imunitas membaik,,,,,,,1,,,,,,,,,,
1091,Makan variasi buah yang mengandung kaya vitamin C,,,,,,,1,,,,,,1,,,,
1092,"Jauhi debu, dingin, asap, dan hal-hal yang mungkin membuat Anda alergi",,,,,,,1,,,,,,1,,,,
1093,"Selalu gunakan masker, jaga jarak, dan jangan bertukaran barang pribadi dengan orang lain",,,,,,,1,,,,,,,,,,
1094,"Akan tetapi, jika muncul demam tinggi, batuk berdarah, sesak, atau jika keluhan tidak sembuh hingga waktu yang lama, lebih aman Anda periksa langsung saja ke dokter atau dokter THT terdekat ya..",,,,1,,,1,,,,,1,,,1,,
1095,Semoga membantu.,,,,,,,,,,,,,,1,,,
1096,Dok saya nyeri punggung dan sendi serta saya juga ada batuk dan flu,,,1,1,,,,,,,,,,,,,
1097,itu kenapa ya dok,,,,,,,,,1,,,,,,,,
1098,Terima kasih atas pertanyaannya di Alodokter.,,,,,,,,,,1,,,,,,,
1099,"Gejala yang Anda sebutkan, yaitu demam, batuk, flu, nyeri otot dan sendi bisa merupakan gejala dari suatu infeksi. ",,,,1,,,,,,,1,,,,,,
1100,"Infeksi ini bisa merupakan COVID-19, virus influenza, atau virus lainnya. ",,,,,,,,,,,1,,1,,1,,
1101,"Namun karena saat ini masih berlangsung pandemi COVID-19 disertai dengan peningkatan kasus COVID-19 di Indonesia, ",,,,,,,,,,,,1,,,,,
1102,gejala-gejala ini sebaiknya dicurigai sebagai COVID-19 hingga terbukti bukan COVID-19 melalui pemeriksaan dokter,,,,,,,1,,,,,,,,,,
1103,dan juga pemeriksaan penunjang yang dianjurkan dokter.,,,,,,,1,,,,,,,,,,
1104,"Seperti yang telah diketahui, penyakit COVID-19 ini memiliki beragam gejala, yang tidak harus semua gejala ini muncul pada setiap pasien COVID-19 (bisa tanpa gejala atau hanya muncul beberapa gejala saja).",,,,,,,,,,,,,,,,,
1105,Saya menyarankan agar Anda segera ke dokter untuk memastikan. ,,,,,,,1,,,,,,,,,,
1106,Dokter akan memberikan penanganan yang sesuai dengan kondisi Anda. ,,,,,,,1,,,,,,,,,,
1107,Hindari membeli obat-obatan sendiri yang bukan dari anjuran dokter,,,,,,,1,,,,,,,,,,
1108,dan hindari melakukan pemeriksaan penunjang tertentu sendiri tanpa anjuran dokter karena berisiko pemeriksaan tidak sesuai dengan perjalanan penyakit (hasil kurang akurat).,,,,,,,1,,,,,,,,,,
1109,Perbanyak konsumsi makanan bergizi dan istirahat yang cukup.,,,,,,,1,,,,,,,,,,
1110,Semoga membantu.,,,,,,,,,,,,,,1,,,
1111,"Dok saya mau tanya apa boleh minum obat-obata batuk pilek pro-inz, dextral dan ambroxol secara bersamaan?",,,,,,,,,1,,,,1,,,,
1112,Terima kasih telah bertanya ke Alodokter,,,,,,,,,,1,,,,,,,
1113,"Satu kaplet Pro-inz mengandung paracetamol 500 mg, guaiafenesin 50 mg, phenylpropanolamine HCI 15 mg, dextromethorphan Hbr 15 mg, chlorpheniramine maleate 2 mg yang berfungsi untuk batuk, pilek, dan nyeri kepala atau demam.",,,,,,,,,,,,,,,,,
1114,"Satu tablet dextral mengandung dextromethorphan HBr 10 mg, glyceryl guaiacolate 50 mg, phenylpropanolamine HCl 12,5 mg dan chlorpheniramine maleate 1 mg untuk meredakan batuk pilek. ",,,,,,,,,,,,,,,,,
1115,Sedangkan ambroxol mengantung zat yang mengencerkan dahak. ,,,,,,,,,,,,,,,,,
1116,Ketiga obat tersebut tidak menimbulkan efek yang buruk jika dikonsumsi dalam jangka waktu pendek namun tidak meningkatkan efektifitas apabila dikonsumsi bersamaan.,,,,,,,,,,,,,,,,,
1117,Sebaiknya anda memilih obat dengan dosis yang terkecil namun efektif. ,,,,,,,1,,,,,,,,,,
1118,Maksudnya bila dengan obat x sebanyak 10mg keluhan membaik maka anda tidak perlu meningkatkan konsumsi kandungan x 20 mg untuk meminimalisir efek samping yang muncul akibat obat yang terlalu banyak.,,,,,,,1,,,,,1,,,,,
1119,Semoga jawaban ini dapat membantu,,,,,,,,,,,,,,1,,,
